Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Endereco entrega;Bairro;CEP;Expedidor;Recebedor;Data frete;Prazo entrega;Tipo;Documento;Chave CT-e;Nº CT-e;Série;Emissão CT-e;Emissão NFS-e;NF;Qtd NF;Nº Pedidos;Nº Cotacao;Nº Coleta;CT-e 3º;Transportadora;AWB;Cia Aérea;Volumes;Kg Taxado;Kg Real;M3;Valor NF;Valor Frete;Valor Total do Serviço;Valor/Kg;% Frete/NF;Base Cálculo;% ICMS;Valor ICMS;% ICMS Antecipado;Valor ICMS Antecipado;Tabela de Preço;Classificação;Centro de Custo;Usuário
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PPG SUM;SCORPIOS INDUSTRIA METALURGICA LTDA;São Caetano do Sul;SP;PPG SUM;Sumaré;SP;ROD ANHANGUERA, S/NR;JARDIM SAO JUDAS TADEU;"=""13180900""";;;03/11/2025 16:12;04/11/2025 23:59;Frete normal;83716/262588;"=""35251160960473000243570030000837161785468806""";"=""83716""";"=""3""";03/11/2025;;"=""167321""";"=""1""";;;"=""70755""";;;;;2;828,00;116,00;2,76;2.000,00;379,63;379,63;0,46;18,98;379,63;12,00;45,56;0,00;0,00;PPG - FRACIONADA;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;STEEL CLIP EMBALAGENS E SERVICOS LTDA;CYKLOP DO BRASIL EMBALAGENS S/A;Diadema;SP;STEEL CLIP EMBALAGENS E SERVICOS LTDA;Mogi Guaçu;SP;R DOMINGOS SINICO, 130;JARDIM GUACU-MIRIM II;"=""13843320""";;;03/11/2025 16:13;06/11/2025 23:59;Frete normal;83717/262589;"=""35251160960473000243570030000837171777833204""";"=""83717""";"=""3""";03/11/2025;;491292, 491293;"=""2""";;;"=""71028""";;;;;14;223,30;223,30;0,55;5.482,86;109,66;109,66;0,49;2,00;109,66;12,00;13,16;0,00;0,00;STEEL CLIP;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CENTRAL DO FRETE;DIADEBOX EMBALAGENS;Diadema;SP;DOUGLAS MAIA GONCALVES DA SILVA;Bragança Paulista;SP;Avenida Doutor Tancredo de Almeida Neves, 871;Jardim Sevilha;"=""12914160""";;;03/11/2025 16:19;06/11/2025 23:59;Frete normal;83718/262590;"=""35251160960473000243570030000837181018502056""";"=""83718""";"=""3""";03/11/2025;;"=""17704""";"=""1""";;;"=""70960""";;;;;5;155,40;70,00;0,52;1.012,16;169,34;169,34;1,09;16,73;169,34;12,00;20,32;0,00;0,00;CENTRAL DO FRETE;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
NHB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CURITIBA | 0003-80;FRIGELAR | NAVEGANTES | 0049-63;Navegantes;SC;FRIGELAR | CURITIBA | 0003-80;Curitiba;PR;Rua Rockefeller, 805;Reboucas;"=""80230130""";;;03/11/2025 16:22;06/11/2025 23:59;Frete normal;2080/262593;"=""43251160960473001568570040000020801619249890""";"=""2080""";"=""4""";03/11/2025;;731360, 731432;"=""2""";;;"=""70817""";;;;;3;32,65;32,65;0,15;2.978,26;95,14;95,14;2,91;3,19;95,14;12,00;11,42;0,00;0,00;FRIGELAR - SC;FRACIONADO - LTL;;Michele Silva - Administrativo (CWB)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FILTROSUL;HYDAC TECNOLOGIA LTDA.;Osasco;SP;FILTROSUL;Curitiba;PR;R SAO BENTO, 253;VILA HAUER;"=""81610140""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 16:24;05/11/2025 23:59;Frete normal;83719/262592;"=""35251160960473000243570030000837191805009307""";"=""83719""";"=""3""";03/11/2025;;"=""78085""";"=""1""";;;;;;;;1;17,30;9,04;0,07;8.552,40;102,70;102,70;5,94;1,20;102,70;12,00;12,32;0,00;0,00;FILTROSUL;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PRINCELUX INDUSTRIA E COMERCIO DE TINTAS LTDA;COLORNET COMERCIO EXTERIOR LTDA;Osasco;SP;PRINCELUX INDUSTRIA E COMERCIO DE TINTAS LTDA;Ponta Grossa;PR;AV PRESIDENTE KENNEDY, 006700;COL DONA LUIZA;"=""84046000""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 16:29;05/11/2025 23:59;Frete normal;83720/262595;"=""35251160960473000243570030000837201817267404""";"=""83720""";"=""3""";03/11/2025;;"=""73239""";"=""1""";;;;;;;;40;1.012,00;1.012,00;1,26;17.146,54;773,32;773,32;0,76;4,51;773,32;12,00;92,80;0,00;0,00;PRINCELUX;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DEBORAH CRISTINA;ROYAL QUIMICA LTDA;Osasco;SP;DEBORAH CRISTINA;Agudos;SP;RUA TREZE DE MAIO, 001188;CENTRO;"=""17120009""";SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;;03/11/2025 16:34;05/11/2025 23:59;Frete normal;83721/262597;"=""35251160960473000243570030000837211046359934""";"=""83721""";"=""3""";03/11/2025;;"=""52793""";"=""1""";;;;;;;;28;226,02;226,02;0,31;3.684,45;179,09;179,09;0,79;4,86;179,09;12,00;21,49;0,00;0,00;DEBORAH CRISTINA;FRACIONADO - LTL;;Rodolfo Silva - Expedição (SPO)
CWB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CORBION ARAUCARIA;NOVOZYMES LATIN AMERICA LTDA.;Araucária;PR;CORBION ARAUCARIA;Araucária;PR;AV DAS ARAUCARIAS., 4826;INDUSTRIAL;"=""83707754""";;;03/11/2025 16:36;04/11/2025 23:59;Frete normal;866/262599;;;;;2025-11-03;"=""131924""";"=""1""";;;"=""71240""";;;;;7;6.751,97;6.751,97;0,00;1.008.325,61;3.963,72;3.963,72;0,59;0,39;4.044,61;2,00;80,89;0,00;0,00;CORBION - CARRETA SIMPLES;FECHADO - FTL;;Michele Silva - Administrativo (CWB)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Telma Teixeira Magalhaes;Rio de Janeiro;RJ;RUA CAPITAO BORGES COUTO, 05;SENADOR CAMARA;"=""21832300""";PIZATTO;;03/11/2025 16:39;13/11/2025 23:59;Frete de reentrega;33801/262598;"=""35251160960473001134570030000338011383213576""";"=""33801""";"=""3""";03/11/2025;;"=""258115""";"=""1""";;;;;;;;1;30,00;30,00;0,00;490,44;50,05;50,05;1,67;10,21;50,05;12,00;6,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Felipe Santos - Expedição (RJR)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;J.L.B. SULTANUM;INDUSTRIA MATRIZ;Jandira;SP;J.L.B. SULTANUM;Abreu e Lima;PE;RODOVIA BR 101 NORTE S/N, SN;TIMBO;"=""53520015""";;;03/11/2025 16:45;12/11/2025 23:59;Frete normal;83722/262600;"=""35251160960473000243570030000837221738116890""";"=""83722""";"=""3""";03/11/2025;;"=""53687""";"=""1""";;"=""81715""";"=""70704""";;;;;6;1.090,00;1.090,00;1,82;14.801,10;1.218,37;1.218,37;1,12;8,23;1.218,37;7,00;85,29;0,00;0,00;GHF INDUSTRIA;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
NHB - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FRIGELAR | CURITIBA | 0003-80;ECO COMERCIO PALETES;São Leopoldo;RS;FRIGELAR | CURITIBA | 0003-80;Curitiba;PR;Rua Rockefeller, 805;Reboucas;"=""80230130""";;;03/11/2025 16:46;07/11/2025 23:59;Frete normal;3031/262603;"=""43251160960473001568570030000030311961987003""";"=""3031""";"=""3""";03/11/2025;;"=""20594""";"=""1""";;;"=""71108""";;;;;8;360,00;56,00;1,44;719,20;252,76;252,76;0,70;35,14;252,76;12,00;30,33;0,00;0,00;FRIGELAR;FRACIONADO - LTL;;Ednei - Gerente (NHB)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FIBRASA S A;FIBRASA SA;Arujá;SP;FIBRASA S A;Abreu e Lima;PE;RODOVIA BR-101 NORTE KM, 52;DISTRITO INDUSTRIAL;"=""53520015""";TECNODOCK COMERCIO INDUSTRIA IMPORTACAO E EXPORTACAO LTDA;;03/11/2025 16:48;12/11/2025 23:59;Frete normal;83723/262601;"=""35251160960473000243570030000837231992365268""";"=""83723""";"=""3""";03/11/2025;;"=""10548""";"=""1""";;;"=""70822""";;;;;10;756,42;210,00;2,52;33.734,82;6.328,25;6.328,25;8,37;18,76;6.328,25;7,00;442,98;0,00;0,00;PADRÃO;DEDICADO/FRACIONADO - PTL ;;Anderson Martins - Expedição (SPO)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;F G INDUSTRIA DE ACESSORIOS;F G INDUSTRIA DE ACESSORIOS;Dois Córregos;SP;Eloisa Ferraz Greghi;Jaú;SP;Rua João Cassoli, 63;Jardim Odete;"=""17204520""";;;03/11/2025 16:52;05/11/2025 23:59;Frete normal;33868/262606;"=""35251160960473001134570030000338681449777455""";"=""33868""";"=""3""";03/11/2025;;"=""1169""";"=""1""";;;"=""71225""";;;;;1;47,68;27,60;0,16;393,60;57,20;57,20;1,20;14,53;57,20;12,00;6,86;0,00;0,00;F.G. INDUSTRIA DE ACESSORIOS;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Mr. Rabbit;Mr. Rabbit;São Paulo;SP;GFP GESTAO PE;Ipojuca;PE;ESTRADA DE MURO ALTO, S/N;MURO ALTO;"=""55593460""";;;03/11/2025 16:55;13/11/2025 23:59;Frete normal;83726/262605;"=""35251160960473000243570030000837261473564270""";"=""83726""";"=""3""";03/11/2025;;"=""197""";"=""1""";;"=""82360""";"=""70205""";;;;;9;213,93;90,00;0,71;76.983,08;528,81;528,81;2,47;0,69;528,81;7,00;37,02;0,00;0,00;PADRÃO (TIME REC);FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;AROMA OLEOS;AROMA OLEOS;Torrinha;SP;JAIME TATEISHI;Sorocaba;SP;AVENIDA CORONEL NOGUEIRA PADILHA, 917;ALEM PONTE;"=""18020001""";;;03/11/2025 16:56;06/11/2025 23:59;Frete normal;33838/262609;"=""35251160960473001134570030000338381745922252""";"=""33838""";"=""3""";03/11/2025;;"=""17672""";"=""1""";;"=""81870""";"=""70929""";;;;;10;21,30;21,30;0,04;683,31;75,00;75,00;3,52;10,98;75,00;12,00;9,00;0,00;0,00;AROMA OLEOS;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
RJR - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;OSMAG MATRIZ RIO DE JANEIRO;OSMAG MATRIZ RIO DE JANEIRO;Rio de Janeiro;RJ;DANFOSS - OSASCO;Osasco;SP;R AMERICO VESPUCIO, 85;JARDIM PLATINA;"=""06273070""";OSMAG MATRIZ RIO DE JANEIRO;DANFOSS - OSASCO;03/11/2025 16:56;05/11/2025 23:59;Frete normal;1689/262611;"=""33251160960473001304570030000016891711965270""";"=""1689""";"=""3""";03/11/2025;;"=""309398""";"=""1""";;;"=""71247""";;;;;1;24,00;24,00;0,04;2.685,67;96,67;96,67;4,03;3,60;96,67;12,00;11,60;0,00;0,00;OSMAG-RIO;FRACIONADO - LTL;;Bruno Borges - Administrativo (RJR)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;KURZ DO BRASIL LTDA;KURZ DO BRASIL LTDA;São Paulo;SP;MASTERBOI;Canhotinho;PE;RODOVIA PE-177, 869;ZONA RURAL;"=""55420000""";;;03/11/2025 16:57;19/11/2025 23:59;Frete normal;83727/262608;"=""35251160960473000243570030000837271619582452""";"=""83727""";"=""3""";03/11/2025;;"=""302821""";"=""1""";;"=""82063""";"=""70662""";;;;;4;75,13;75,13;0,14;6.441,12;500,30;500,30;6,66;7,77;500,30;7,00;35,02;0,00;0,00;ROTA - ADC;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;USINA;USINA;Taboão da Serra;SP;GABRIELLY RAMBO MONTEIRO;Bom Princípio;RS;R PEDRO BARTZEN SOBRINHO, 77;CENTRO;"=""95765000""";USINA;GABRIELLY RAMBO MONTEIRO;03/11/2025 16:59;11/11/2025 23:59;Frete normal;83728/262610;"=""35251160960473000243570030000837281539788566""";"=""83728""";"=""3""";03/11/2025;;"=""143""";"=""1""";;"=""82265""";"=""70820""";;;;;3;504,00;504,00;0,47;6.970,00;670,82;670,82;1,33;9,62;670,82;12,00;80,50;0,00;0,00;DX FIT;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CAROLINA P. ;CAROLINA P. ;Agudos;SP;ALPER COMERCIO DE FERRAGENS ALUMINIO LTDA;São Paulo;SP;RUA CABO OSCAR ROSSINI, 651;PARQUE NOVO MUNDO;"=""02186030""";;TRANSWINTER;03/11/2025 16:59;05/11/2025 23:59;Frete normal;33839/262612;"=""35251160960473001134570030000338391165047345""";"=""33839""";"=""3""";03/11/2025;;"=""2662""";"=""1""";;;"=""71007""";;;;;1;27,15;27,15;0,05;570,00;86,61;86,61;3,19;15,19;86,61;12,00;10,39;0,00;0,00;CAROLINA P. - Fracionado;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;A.C. PIZATTO;A.C. PIZATTO;Dois Córregos;SP;Izolda Araujo;Duque de Caxias;RJ;Avenida Winston Churchill, 590;Parque Centenario;"=""25025237""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33803/262617;"=""35251160960473001134570030000338031734483761""";"=""33803""";"=""3""";03/11/2025;;"=""77082""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;49,90;100,09;100,09;3,34;200,58;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;A.C. PIZATTO;A.C. PIZATTO;Dois Córregos;SP;Gabriela Lima inacio;Rio de Janeiro;RJ;Rua Jorge Sampaio, 91;Campo Grande;"=""23042540""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33804/262616;"=""35251160960473001134570030000338041046252160""";"=""33804""";"=""3""";03/11/2025;;"=""77099""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;49,90;100,09;100,09;3,34;200,58;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;A.C. PIZATTO;A.C. PIZATTO;Dois Córregos;SP;patricia michele;Rio de Janeiro;RJ;Rua Professor Carvalho e Melo, 458;Magalhaes Bastos;"=""21735110""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33805/262618;"=""35251160960473001134570030000338051692535895""";"=""33805""";"=""3""";03/11/2025;;"=""77115""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;49,90;100,09;100,09;3,34;200,58;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Maria candida Goncalves;Rio de Janeiro;RJ;ESTRADA DE JACAREPAGUA, 370;ITANHANGA;"=""22753155""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33806/262620;"=""35251160960473001134570030000338061549899100""";"=""33806""";"=""3""";03/11/2025;;"=""260355""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;335,73;100,09;100,09;3,34;29,81;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Wellerson Quintaneiro da Silva;Rio de Janeiro;RJ;Rua Bras Cubas, 363;Pavuna;"=""21520050""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33807/262621;"=""35251160960473001134570030000338071846837050""";"=""33807""";"=""3""";03/11/2025;;"=""260294""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;540,27;100,09;100,09;3,34;18,53;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Israel Albino;Rio de Janeiro;RJ;Rua Uberlandia, 100;Realengo;"=""21730120""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33808/262622;"=""35251160960473001134570030000338081029584125""";"=""33808""";"=""3""";03/11/2025;;"=""260299""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;433,55;100,09;100,09;3,34;23,09;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Ivanir De Alcantara Andrade;São Gonçalo;RJ;Rua Professor Latge, 194;Rocha;"=""24420410""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33809/262623;"=""35251160960473001134570030000338091418238586""";"=""33809""";"=""3""";03/11/2025;;"=""260306""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;454,20;100,09;100,09;3,34;22,04;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Sandra Regina Viana Vale Ferreira;Rio de Janeiro;RJ;ANTONIETA, 31;OSWALDO CRUZ;"=""21340490""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33810/262624;"=""35251160960473001134570030000338101206620496""";"=""33810""";"=""3""";03/11/2025;;"=""260318""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;580,47;100,09;100,09;3,34;17,24;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Michele de Jesus varao;Nova Iguaçu;RJ;RUA DONA CARLOTA RODRIGUES, 36;TRES CORACOES;"=""26041050""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33811/262625;"=""35251160960473001134570030000338111206882218""";"=""33811""";"=""3""";03/11/2025;;"=""260330""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;396,47;100,09;100,09;3,34;25,25;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Lorrayne Cristina Mendes da Silva;Belford Roxo;RJ;RADLER DE AQUINO, 3;NOVA AURORA;"=""26155335""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33812/262627;"=""35251160960473001134570030000338121709316503""";"=""33812""";"=""3""";03/11/2025;;"=""260392""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;433,65;100,09;100,09;3,34;23,08;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Thamara Oliveira Corretora;São Gonçalo;RJ;Jorn Roberto Marinho, 1200;Colubande;"=""24451045""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33813/262629;"=""35251160960473001134570030000338131148939199""";"=""33813""";"=""3""";03/11/2025;;"=""260408""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;370,87;100,09;100,09;3,34;26,99;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Lidia Cristina de Souza Xavier;Belford Roxo;RJ;RUA SAO FRANCISCO DE PAULA, 14;SAO VICENTE;"=""26172250""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33814/262636;"=""35251160960473001134570030000338141779700986""";"=""33814""";"=""3""";03/11/2025;;"=""260345""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;427,98;100,09;100,09;3,34;23,39;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;PIZATTO;PIZATTO;Dois Córregos;SP;Altair andrade da silva;Nova Iguaçu;RJ;ALDINA NUNES, 374;PALHADA;"=""26290168""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33815/262637;"=""35251160960473001134570030000338151866958326""";"=""33815""";"=""3""";03/11/2025;;"=""260405""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;410,69;100,09;100,09;3,34;24,37;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;A.C. PIZATTO;A.C. PIZATTO;Dois Córregos;SP;Raquel;Rio de Janeiro;RJ;Rua Juazeiro do Norte, 544;Padre Miguel;"=""21775340""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33816/262638;"=""35251160960473001134570030000338161313850413""";"=""33816""";"=""3""";03/11/2025;;"=""77084""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;79,90;100,09;100,09;3,34;125,27;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;A.C. PIZATTO;A.C. PIZATTO;Dois Córregos;SP;Andressa Portela Ferro;Rio de Janeiro;RJ;Rua Frei Caneca, 441;Estacio;"=""20211020""";PIZATTO;;03/11/2025 17:01;13/11/2025 23:59;Frete normal;33817/262640;"=""35251160960473001134570030000338171585644810""";"=""33817""";"=""3""";03/11/2025;;"=""77110""";"=""1""";;;"=""71067""";;;;;1;30,00;30,00;0,00;59,90;100,09;100,09;3,34;167,10;100,09;12,00;12,01;0,00;0,00;PIZATTO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;ABS BUENO ;ABS BUENO ;Dois Córregos;SP;Priscila Massad Ruiz ;Bauru;SP;Avenida Nossa Senhora de Fátima, 5.125;Jardim América;"=""17017337""";;;03/11/2025 17:03;04/11/2025 23:59;Frete normal;33840/262615;"=""35251160960473001134570030000338401768168811""";"=""33840""";"=""3""";03/11/2025;;"=""4484""";"=""1""";;"=""80422""";"=""71099""";;;;;1;36,50;30,00;0,12;1.047,84;82,39;82,39;2,26;7,86;82,39;12,00;9,89;0,00;0,00;ABS BUENO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DHC MATRIZ;DHC MATRIZ;Bauru;SP;SILVANA APARECIDA FLEMING PROTI ME;Bariri;SP;RUA ENG FRANCISCHINI, 468;JD INDUSTRIAL;"=""17250000""";;;03/11/2025 17:05;05/11/2025 23:59;Frete normal;33841/262619;"=""35251160960473001134570030000338411900629091""";"=""33841""";"=""3""";03/11/2025;;"=""183587""";"=""1""";;;"=""71213""";;;;;2;18,06;3,00;0,06;587,62;54,55;54,55;3,02;9,28;54,55;12,00;6,55;0,00;0,00;MORI MOTORS;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Curitiba;PR;ROD BR-116 22301, MOD 1A 1B, 1B;TATUQUARA;"=""81690500""";;FL BRASIL HOLDING LOG E TRANSP LTDA -SOLISTICA;03/11/2025 17:05;05/11/2025 23:59;Frete normal;57403/262643;"=""41251160960473000596570030000574031411514300""";"=""57403""";"=""3""";03/11/2025;;214817, 214818, 214838, 214841, 214849, 214850, 214877, 214881, 214884, 214890, 214894, 214895, 214897, 214900, 214901, 214916, 214928, 214933, 214940, 214943, 214947, 214948, 214950, 214951, 214956, 214961, 214971, 214972, 214973, 214987, 214997, 214998, 215002, 215016, 215030, 215037, 215043, 215054, 215055, 215057, 215062, 215063, 215065, 215071, 215077, 215081, 215083, 215084, 215086, 215098, 215099, 215109, 215110, 215112, 215114, 215115, 215133, 215134, 215135;"=""59""";;;"=""71237""";;;;;1257;10.214,88;10.214,88;29,16;224.389,68;1.779,00;1.779,00;0,17;0,79;1.728,75;0,00;0,00;0,00;0,00;TIGRE - REDESPACHO PR - CARRETA ATÉ 02 ENTREGAS;FECHADO - FTL;;Dionatan Danilau Ramos - Operação Tigre (CAS)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MORI MOTORS COMERCIO DE VEICULOS LTDA;MORI MOTORS COMERCIO DE VEICULOS LTDA;Bauru;SP;ALLIANZ SEGUROS - SUCURSAL SP;São Paulo;SP;Avenida Sapopemba, 676;Vila Regente Feijó;"=""03345000""";;;03/11/2025 17:07;05/11/2025 23:59;Frete normal;33842/262626;"=""35251160960473001134570030000338421781834948""";"=""33842""";"=""3""";03/11/2025;;"=""232970""";"=""1""";;;"=""71212""";;;;;4;194,64;7,00;0,65;10.349,58;198,74;198,74;1,02;1,92;198,74;12,00;23,85;0,00;0,00;MORI MOTORS;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CENTRAL DO FRETE;CONFORT PISOS COMERCIO DE ARTIGOS DE TAPECARIA LTDA;São Paulo;SP;Marcos Pedro Miranda Gomes;Piracicaba;SP;Rua Bruno Bettoni, 505;Campestre;"=""13401823""";;;03/11/2025 17:08;06/11/2025 23:59;Frete normal;83729/262628;"=""35251160960473000243570030000837291667424459""";"=""83729""";"=""3""";03/11/2025;;"=""10516""";"=""1""";;;"=""70958""";;;;;1;598,50;598,50;0,57;22.672,63;497,74;497,74;0,83;2,20;497,74;12,00;59,73;0,00;0,00;CENTRAL DO FRETE;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
